,t,dt,N
0,32.658424061199966,1.190866246829428,268
1,47.60416142139998,1.2009676647815872,304
2,75.06769412380001,1.9979915799010939,353
3,119.47487618360006,5.615028579233534,417
4,204.67964990219997,7.046767347254344,498
5,362.1350640569999,20.846818084947646,598
