,t,dt,N
0,7.7180233702000125,0.5105457505288591,168
1,13.158885328199926,0.099300531217421,204
2,25.23247964120001,0.10494502909553782,253
3,50.520059713,1.0707639594205058,317
4,104.407757353,0.13649501792301044,398
5,204.72817276640018,1.4352864828502276,498
